Title                                                           02.03.2017 14:24
________________________________________________________________________________

Title
Evaluation Categories:

Curve Name:
  DSC700926_pBTTTketo_10%a, 02.03.2017 13:47:16
  Performed 02.03.2017 13:47:15
Curve Values:
          Index       Abscissa             Ts             Tr          Value
                          [°C]           [°C]           [°C]           [mW]
           1831           1831          0.000         60.333        4.94794
           1832           1832          0.000         60.667        2.10031
           1833           1833          0.000         61.000       -1.06398
           1834           1834          0.000         61.333       -4.22496
           1835           1835          0.000         61.667       -6.90812
           1836           1836          0.000         62.000       -9.24451
           1837           1837          0.000         62.333       -11.0904
           1838           1838          0.000         62.667       -12.5995
           1839           1839          0.000         63.000       -13.9114
           1840           1840          0.000         63.333        -14.918
           1841           1841          0.000         63.667       -15.7573
           1842           1842          0.000         64.000       -16.4742
           1843           1843          0.000         64.333       -17.1132
           1844           1844          0.000         64.667        -17.609
           1845           1845          0.000         65.000       -18.0213
           1846           1846          0.000         65.333        -18.374
           1847           1847          0.000         65.667       -18.6939
           1848           1848          0.000         66.000       -18.9393
           1849           1849          0.000         66.333       -19.1568
           1850           1850          0.000         66.667        -19.356
           1851           1851          0.000         67.000       -19.5412
           1852           1852          0.000         67.333       -19.6864
           1853           1853          0.000         67.667       -19.8022
           1854           1854          0.000         68.000       -19.9132
           1855           1855          0.000         68.333       -20.0181
           1856           1856          0.000         68.667       -20.0978
           1857           1857          0.000         69.000       -20.1646
           1858           1858          0.000         69.333       -20.2296
           1859           1859          0.000         69.667       -20.2917
           1860           1860          0.000         70.000       -20.3451
           1861           1861          0.000         70.333        -20.386
           1862           1862          0.000         70.667       -20.4311
           1863           1863          0.000         71.000        -20.477
           1864           1864          0.000         71.333       -20.5123
           1865           1865          0.000         71.667       -20.5421
           1866           1866          0.000         72.000       -20.5745
           1867           1867          0.000         72.333       -20.6077
           1868           1868          0.000         72.667       -20.6366
           1869           1869          0.000         73.000       -20.6567
           1870           1870          0.000         73.333       -20.6804
           1871           1871          0.000         73.667       -20.7055
           1872           1872          0.000         74.000       -20.7287
           1873           1873          0.000         74.333       -20.7447
           1874           1874          0.000         74.667       -20.7633
           1875           1875          0.000         75.000       -20.7831
           1876           1876          0.000         75.333       -20.8016
           1877           1877          0.000         75.667       -20.8147
           1878           1878          0.000         76.000       -20.8305
           1879           1879          0.000         76.333       -20.8471
           1880           1880          0.000         76.667       -20.8622
           1881           1881          0.000         77.000       -20.8727
           1882           1882          0.000         77.333       -20.8855
           1883           1883          0.000         77.667       -20.8993
           1884           1884          0.000         78.000       -20.9151
           1885           1885          0.000         78.333       -20.9296
           1886           1886          0.000         78.667       -20.9413
           1887           1887          0.000         79.000       -20.9528
           1888           1888          0.000         79.333       -20.9663
           1889           1889          0.000         79.667       -20.9788
           1890           1890          0.000         80.000        -20.989
           1891           1891          0.000         80.333       -20.9992
           1892           1892          0.000         80.667       -21.0101
           1893           1893          0.000         81.000       -21.0208
           1894           1894          0.000         81.333       -21.0314
           1895           1895          0.000         81.667        -21.042
           1896           1896          0.000         82.000       -21.0508
           1897           1897          0.000         82.333       -21.0595
           1898           1898          0.000         82.667       -21.0683
           1899           1899          0.000         83.000       -21.0768
           1900           1900          0.000         83.333        -21.085
           1901           1901          0.000         83.667       -21.0933
           1902           1902          0.000         84.000       -21.1017
           1903           1903          0.000         84.333       -21.1099
           1904           1904          0.000         84.667       -21.1182
           1905           1905          0.000         85.000       -21.1255
           1906           1906          0.000         85.333       -21.1321
           1907           1907          0.000         85.667       -21.1388
           1908           1908          0.000         86.000       -21.1458
           1909           1909          0.000         86.333       -21.1524
           1910           1910          0.000         86.667        -21.159
           1911           1911          0.000         87.000       -21.1654
           1912           1912          0.000         87.333       -21.1718
           1913           1913          0.000         87.667       -21.1778
           1914           1914          0.000         88.000       -21.1839
           1915           1915          0.000         88.333       -21.1898
           1916           1916          0.000         88.667       -21.1957
           1917           1917          0.000         89.000       -21.2012
           1918           1918          0.000         89.333       -21.2068
           1919           1919          0.000         89.667       -21.2123
           1920           1920          0.000         90.000       -21.2178
           1921           1921          0.000         90.333        -21.223
           1922           1922          0.000         90.667       -21.2282
           1923           1923          0.000         91.000       -21.2333
           1924           1924          0.000         91.333       -21.2383
           1925           1925          0.000         91.667       -21.2431
           1926           1926          0.000         92.000       -21.2478
           1927           1927          0.000         92.333       -21.2525
           1928           1928          0.000         92.667       -21.2571
           1929           1929          0.000         93.000       -21.2616
           1930           1930          0.000         93.333       -21.2661
           1931           1931          0.000         93.667       -21.2706
           1932           1932          0.000         94.000       -21.2751
           1933           1933          0.000         94.333       -21.2796
           1934           1934          0.000         94.667       -21.2839
           1935           1935          0.000         95.000       -21.2883
           1936           1936          0.000         95.333       -21.2926
           1937           1937          0.000         95.667       -21.2968
           1938           1938          0.000         96.000        -21.301
           1939           1939          0.000         96.333       -21.3053
           1940           1940          0.000         96.667       -21.3096
           1941           1941          0.000         97.000       -21.3138
           1942           1942          0.000         97.333       -21.3179
           1943           1943          0.000         97.667       -21.3221
           1944           1944          0.000         98.000       -21.3264
           1945           1945          0.000         98.333       -21.3305
           1946           1946          0.000         98.667       -21.3347
           1947           1947          0.000         99.000       -21.3389
           1948           1948          0.000         99.333       -21.3429
           1949           1949          0.000         99.667        -21.347
           1950           1950          0.000        100.000        -21.351
           1951           1951          0.000        100.333        -21.355
           1952           1952          0.000        100.667        -21.359
           1953           1953          0.000        101.000        -21.363
           1954           1954          0.000        101.333       -21.3671
           1955           1955          0.000        101.667       -21.3712
           1956           1956          0.000        102.000       -21.3752
           1957           1957          0.000        102.333       -21.3794
           1958           1958          0.000        102.667       -21.3835
           1959           1959          0.000        103.000       -21.3876
           1960           1960          0.000        103.333       -21.3917
           1961           1961          0.000        103.667       -21.3957
           1962           1962          0.000        104.000       -21.3998
           1963           1963          0.000        104.333        -21.404
           1964           1964          0.000        104.667        -21.408
           1965           1965          0.000        105.000       -21.4121
           1966           1966          0.000        105.333       -21.4161
           1967           1967          0.000        105.667       -21.4202
           1968           1968          0.000        106.000       -21.4242
           1969           1969          0.000        106.333       -21.4281
           1970           1970          0.000        106.667       -21.4321
           1971           1971          0.000        107.000       -21.4362
           1972           1972          0.000        107.333       -21.4403
           1973           1973          0.000        107.667       -21.4443
           1974           1974          0.000        108.000       -21.4482
           1975           1975          0.000        108.333       -21.4521
           1976           1976          0.000        108.667        -21.456
           1977           1977          0.000        109.000       -21.4599
           1978           1978          0.000        109.333       -21.4636
           1979           1979          0.000        109.667       -21.4674
           1980           1980          0.000        110.000       -21.4713
           1981           1981          0.000        110.333       -21.4751
           1982           1982          0.000        110.667        -21.479
           1983           1983          0.000        111.000       -21.4829
           1984           1984          0.000        111.333       -21.4867
           1985           1985          0.000        111.667       -21.4905
           1986           1986          0.000        112.000       -21.4943
           1987           1987          0.000        112.333       -21.4981
           1988           1988          0.000        112.667       -21.5019
           1989           1989          0.000        113.000       -21.5058
           1990           1990          0.000        113.333       -21.5096
           1991           1991          0.000        113.667       -21.5134
           1992           1992          0.000        114.000       -21.5172
           1993           1993          0.000        114.333        -21.521
           1994           1994          0.000        114.667       -21.5247
           1995           1995          0.000        115.000       -21.5283
           1996           1996          0.000        115.333       -21.5319
           1997           1997          0.000        115.667       -21.5355
           1998           1998          0.000        116.000       -21.5389
           1999           1999          0.000        116.333       -21.5425
           2000           2000          0.000        116.667        -21.546
           2001           2001          0.000        117.000       -21.5494
           2002           2002          0.000        117.333       -21.5531
           2003           2003          0.000        117.667       -21.5566
           2004           2004          0.000        118.000       -21.5601
           2005           2005          0.000        118.333       -21.5636
           2006           2006          0.000        118.667       -21.5669
           2007           2007          0.000        119.000       -21.5702
           2008           2008          0.000        119.333       -21.5735
           2009           2009          0.000        119.667       -21.5768
           2010           2010          0.000        120.000       -21.5798
           2011           2011          0.000        120.333       -21.5829
           2012           2012          0.000        120.667       -21.5861
           2013           2013          0.000        121.000       -21.5893
           2014           2014          0.000        121.333       -21.5924
           2015           2015          0.000        121.667       -21.5956
           2016           2016          0.000        122.000       -21.5988
           2017           2017          0.000        122.333        -21.602
           2018           2018          0.000        122.667       -21.6051
           2019           2019          0.000        123.000       -21.6083
           2020           2020          0.000        123.333       -21.6114
           2021           2021          0.000        123.667       -21.6145
           2022           2022          0.000        124.000       -21.6176
           2023           2023          0.000        124.333       -21.6208
           2024           2024          0.000        124.667       -21.6239
           2025           2025          0.000        125.000        -21.627
           2026           2026          0.000        125.333       -21.6301
           2027           2027          0.000        125.667       -21.6331
           2028           2028          0.000        126.000       -21.6361
           2029           2029          0.000        126.333       -21.6391
           2030           2030          0.000        126.667       -21.6418
           2031           2031          0.000        127.000       -21.6447
           2032           2032          0.000        127.333       -21.6476
           2033           2033          0.000        127.667       -21.6505
           2034           2034          0.000        128.000       -21.6533
           2035           2035          0.000        128.333        -21.656
           2036           2036          0.000        128.667       -21.6586
           2037           2037          0.000        129.000       -21.6612
           2038           2038          0.000        129.333       -21.6637
           2039           2039          0.000        129.667       -21.6663
           2040           2040          0.000        130.000       -21.6689
           2041           2041          0.000        130.333       -21.6715
           2042           2042          0.000        130.667       -21.6744
           2043           2043          0.000        131.000       -21.6773
           2044           2044          0.000        131.333       -21.6802
           2045           2045          0.000        131.667       -21.6831
           2046           2046          0.000        132.000       -21.6861
           2047           2047          0.000        132.333       -21.6893
           2048           2048          0.000        132.667       -21.6923
           2049           2049          0.000        133.000       -21.6954
           2050           2050          0.000        133.333       -21.6985
           2051           2051          0.000        133.667       -21.7016
           2052           2052          0.000        134.000       -21.7046
           2053           2053          0.000        134.333       -21.7077
           2054           2054          0.000        134.667       -21.7107
           2055           2055          0.000        135.000       -21.7137
           2056           2056          0.000        135.333       -21.7167
           2057           2057          0.000        135.667       -21.7197
           2058           2058          0.000        136.000       -21.7228
           2059           2059          0.000        136.333       -21.7258
           2060           2060          0.000        136.667       -21.7289
           2061           2061          0.000        137.000       -21.7321
           2062           2062          0.000        137.333       -21.7352
           2063           2063          0.000        137.667       -21.7386
           2064           2064          0.000        138.000       -21.7419
           2065           2065          0.000        138.333       -21.7452
           2066           2066          0.000        138.667       -21.7485
           2067           2067          0.000        139.000       -21.7517
           2068           2068          0.000        139.333       -21.7549
           2069           2069          0.000        139.667       -21.7581
           2070           2070          0.000        140.000       -21.7612
           2071           2071          0.000        140.333       -21.7644
           2072           2072          0.000        140.667       -21.7677
           2073           2073          0.000        141.000        -21.771
           2074           2074          0.000        141.333       -21.7745
           2075           2075          0.000        141.667       -21.7783
           2076           2076          0.000        142.000       -21.7821
           2077           2077          0.000        142.333       -21.7859
           2078           2078          0.000        142.667       -21.7898
           2079           2079          0.000        143.000        -21.794
           2080           2080          0.000        143.333       -21.7981
           2081           2081          0.000        143.667       -21.8021
           2082           2082          0.000        144.000       -21.8061
           2083           2083          0.000        144.333         -21.81
           2084           2084          0.000        144.667        -21.814
           2085           2085          0.000        145.000       -21.8179
           2086           2086          0.000        145.333       -21.8218
           2087           2087          0.000        145.667       -21.8257
           2088           2088          0.000        146.000       -21.8297
           2089           2089          0.000        146.333       -21.8337
           2090           2090          0.000        146.667       -21.8378
           2091           2091          0.000        147.000        -21.842
           2092           2092          0.000        147.333       -21.8461
           2093           2093          0.000        147.667       -21.8502
           2094           2094          0.000        148.000       -21.8542
           2095           2095          0.000        148.333       -21.8583
           2096           2096          0.000        148.667       -21.8624
           2097           2097          0.000        149.000       -21.8665
           2098           2098          0.000        149.333       -21.8706
           2099           2099          0.000        149.667       -21.8746
           2100           2100          0.000        150.000       -21.8786
           2101           2101          0.000        150.333       -21.8826
           2102           2102          0.000        150.667       -21.8867
           2103           2103          0.000        151.000       -21.8906
           2104           2104          0.000        151.333       -21.8947
           2105           2105          0.000        151.667       -21.8986
           2106           2106          0.000        152.000       -21.9026
           2107           2107          0.000        152.333       -21.9066
           2108           2108          0.000        152.667       -21.9105
           2109           2109          0.000        153.000       -21.9144
           2110           2110          0.000        153.333       -21.9183
           2111           2111          0.000        153.667       -21.9221
           2112           2112          0.000        154.000       -21.9259
           2113           2113          0.000        154.333       -21.9297
           2114           2114          0.000        154.667       -21.9334
           2115           2115          0.000        155.000       -21.9372
           2116           2116          0.000        155.333       -21.9408
           2117           2117          0.000        155.667       -21.9445
           2118           2118          0.000        156.000       -21.9482
           2119           2119          0.000        156.333       -21.9519
           2120           2120          0.000        156.667       -21.9555
           2121           2121          0.000        157.000        -21.959
           2122           2122          0.000        157.333       -21.9624
           2123           2123          0.000        157.667       -21.9658
           2124           2124          0.000        158.000       -21.9692
           2125           2125          0.000        158.333       -21.9725
           2126           2126          0.000        158.667       -21.9759
           2127           2127          0.000        159.000       -21.9792
           2128           2128          0.000        159.333       -21.9826
           2129           2129          0.000        159.667       -21.9859
           2130           2130          0.000        160.000       -21.9891
           2131           2131          0.000        160.333       -21.9923
           2132           2132          0.000        160.667       -21.9955
           2133           2133          0.000        161.000       -21.9987
           2134           2134          0.000        161.333       -22.0019
           2135           2135          0.000        161.667       -22.0051
           2136           2136          0.000        162.000       -22.0083
           2137           2137          0.000        162.333       -22.0114
           2138           2138          0.000        162.667       -22.0146
           2139           2139          0.000        163.000       -22.0178
           2140           2140          0.000        163.333       -22.0208
           2141           2141          0.000        163.667       -22.0239
           2142           2142          0.000        164.000       -22.0269
           2143           2143          0.000        164.333         -22.03
           2144           2144          0.000        164.667       -22.0329
           2145           2145          0.000        165.000       -22.0359
           2146           2146          0.000        165.333        -22.039
           2147           2147          0.000        165.667       -22.0421
           2148           2148          0.000        166.000       -22.0452
           2149           2149          0.000        166.333       -22.0484
           2150           2150          0.000        166.667       -22.0516
           2151           2151          0.000        167.000       -22.0548
           2152           2152          0.000        167.333       -22.0581
           2153           2153          0.000        167.667       -22.0613
           2154           2154          0.000        168.000       -22.0645
           2155           2155          0.000        168.333       -22.0676
           2156           2156          0.000        168.667       -22.0707
           2157           2157          0.000        169.000       -22.0737
           2158           2158          0.000        169.333       -22.0768
           2159           2159          0.000        169.667       -22.0798
           2160           2160          0.000        170.000       -22.0828
           2161           2161          0.000        170.333       -22.0858
           2162           2162          0.000        170.667       -22.0888
           2163           2163          0.000        171.000       -22.0918
           2164           2164          0.000        171.333       -22.0948
           2165           2165          0.000        171.667       -22.0976
           2166           2166          0.000        172.000       -22.1005
           2167           2167          0.000        172.333       -22.1034
           2168           2168          0.000        172.667       -22.1062
           2169           2169          0.000        173.000       -22.1091
           2170           2170          0.000        173.333        -22.112
           2171           2171          0.000        173.667       -22.1149
           2172           2172          0.000        174.000       -22.1178
           2173           2173          0.000        174.333       -22.1207
           2174           2174          0.000        174.667       -22.1235
           2175           2175          0.000        175.000       -22.1263
           2176           2176          0.000        175.333       -22.1291
           2177           2177          0.000        175.667       -22.1318
           2178           2178          0.000        176.000       -22.1347
           2179           2179          0.000        176.333       -22.1377
           2180           2180          0.000        176.667       -22.1406
           2181           2181          0.000        177.000       -22.1435
           2182           2182          0.000        177.333       -22.1463
           2183           2183          0.000        177.667       -22.1491
           2184           2184          0.000        178.000        -22.152
           2185           2185          0.000        178.333       -22.1541
           2186           2186          0.000        178.667       -22.1564
           2187           2187          0.000        179.000       -22.1587
           2188           2188          0.000        179.333       -22.1611
           2189           2189          0.000        179.667       -22.1632
           2190           2190          0.000        180.000       -22.1654
           2191           2191          0.000        180.333       -22.1676
           2192           2192          0.000        180.667       -22.1697
           2193           2193          0.000        181.000       -22.1719
           2194           2194          0.000        181.333        -22.174
           2195           2195          0.000        181.667       -22.1761
           2196           2196          0.000        182.000       -22.1783
           2197           2197          0.000        182.333       -22.1803
           2198           2198          0.000        182.667       -22.1824
           2199           2199          0.000        183.000       -22.1844
           2200           2200          0.000        183.333       -22.1866
           2201           2201          0.000        183.667       -22.1887
           2202           2202          0.000        184.000       -22.1909
           2203           2203          0.000        184.333       -22.1932
           2204           2204          0.000        184.667       -22.1954
           2205           2205          0.000        185.000       -22.1976
           2206           2206          0.000        185.333       -22.1998
           2207           2207          0.000        185.667       -22.2021
           2208           2208          0.000        186.000       -22.2043
           2209           2209          0.000        186.333       -22.2066
           2210           2210          0.000        186.667       -22.2089
           2211           2211          0.000        187.000       -22.2112
           2212           2212          0.000        187.333       -22.2136
           2213           2213          0.000        187.667       -22.2162
           2214           2214          0.000        188.000       -22.2187
           2215           2215          0.000        188.333       -22.2213
           2216           2216          0.000        188.667        -22.224
           2217           2217          0.000        189.000       -22.2271
           2218           2218          0.000        189.333       -22.2302
           2219           2219          0.000        189.667       -22.2333
           2220           2220          0.000        190.000       -22.2363
           2221           2221          0.000        190.333       -22.2396
           2222           2222          0.000        190.667       -22.2425
           2223           2223          0.000        191.000       -22.2454
           2224           2224          0.000        191.333       -22.2482
           2225           2225          0.000        191.667       -22.2506
           2226           2226          0.000        192.000       -22.2532
           2227           2227          0.000        192.333       -22.2559
           2228           2228          0.000        192.667       -22.2586
           2229           2229          0.000        193.000       -22.2613
           2230           2230          0.000        193.333       -22.2641
           2231           2231          0.000        193.667       -22.2668
           2232           2232          0.000        194.000       -22.2695
           2233           2233          0.000        194.333       -22.2723
           2234           2234          0.000        194.667       -22.2752
           2235           2235          0.000        195.000        -22.278
           2236           2236          0.000        195.333       -22.2809
           2237           2237          0.000        195.667       -22.2839
           2238           2238          0.000        196.000       -22.2868
           2239           2239          0.000        196.333       -22.2897
           2240           2240          0.000        196.667       -22.2927
           2241           2241          0.000        197.000       -22.2956
           2242           2242          0.000        197.333       -22.2986
           2243           2243          0.000        197.667       -22.3015
           2244           2244          0.000        198.000       -22.3044
           2245           2245          0.000        198.333       -22.3074
           2246           2246          0.000        198.667       -22.3105
           2247           2247          0.000        199.000       -22.3135
           2248           2248          0.000        199.333       -22.3166
           2249           2249          0.000        199.667       -22.3198
           2250           2250          0.000        200.000       -22.3231
           2251           2251          0.000        200.333       -22.3265
           2252           2252          0.000        200.667         -22.33
           2253           2253          0.000        201.000       -22.3336
           2254           2254          0.000        201.333       -22.3375
           2255           2255          0.000        201.667       -22.3412
           2256           2256          0.000        202.000       -22.3447
           2257           2257          0.000        202.333       -22.3483
           2258           2258          0.000        202.667       -22.3516
           2259           2259          0.000        203.000       -22.3549
           2260           2260          0.000        203.333       -22.3581
           2261           2261          0.000        203.667       -22.3612
           2262           2262          0.000        204.000       -22.3641
           2263           2263          0.000        204.333        -22.367
           2264           2264          0.000        204.667       -22.3699
           2265           2265          0.000        205.000       -22.3728
           2266           2266          0.000        205.333       -22.3756
           2267           2267          0.000        205.667       -22.3784
           2268           2268          0.000        206.000       -22.3812
           2269           2269          0.000        206.333       -22.3841
           2270           2270          0.000        206.667        -22.387
           2271           2271          0.000        207.000       -22.3899
           2272           2272          0.000        207.333       -22.3928
           2273           2273          0.000        207.667       -22.3957
           2274           2274          0.000        208.000       -22.3986
           2275           2275          0.000        208.333       -22.4014
           2276           2276          0.000        208.667       -22.4041
           2277           2277          0.000        209.000       -22.4068
           2278           2278          0.000        209.333       -22.4094
           2279           2279          0.000        209.667        -22.412
           2280           2280          0.000        210.000       -22.4147
           2281           2281          0.000        210.333       -22.4174
           2282           2282          0.000        210.667       -22.4201
           2283           2283          0.000        211.000       -22.4228
           2284           2284          0.000        211.333       -22.4255
           2285           2285          0.000        211.667       -22.4281
           2286           2286          0.000        212.000       -22.4308
           2287           2287          0.000        212.333       -22.4335
           2288           2288          0.000        212.667       -22.4362
           2289           2289          0.000        213.000        -22.439
           2290           2290          0.000        213.333       -22.4418
           2291           2291          0.000        213.667       -22.4446
           2292           2292          0.000        214.000       -22.4472
           2293           2293          0.000        214.333       -22.4499
           2294           2294          0.000        214.667       -22.4525
           2295           2295          0.000        215.000       -22.4551
           2296           2296          0.000        215.333       -22.4577
           2297           2297          0.000        215.667       -22.4603
           2298           2298          0.000        216.000        -22.463
           2299           2299          0.000        216.333       -22.4657
           2300           2300          0.000        216.667       -22.4684
           2301           2301          0.000        217.000       -22.4711
           2302           2302          0.000        217.333       -22.4739
           2303           2303          0.000        217.667       -22.4765
           2304           2304          0.000        218.000       -22.4792
           2305           2305          0.000        218.333       -22.4818
           2306           2306          0.000        218.667       -22.4843
           2307           2307          0.000        219.000       -22.4869
           2308           2308          0.000        219.333       -22.4895
           2309           2309          0.000        219.667       -22.4922
           2310           2310          0.000        220.000       -22.4949
           2311           2311          0.000        220.333       -22.4975
           2312           2312          0.000        220.667       -22.5001
           2313           2313          0.000        221.000       -22.5027
           2314           2314          0.000        221.333       -22.5054
           2315           2315          0.000        221.667       -22.5079
           2316           2316          0.000        222.000       -22.5105
           2317           2317          0.000        222.333       -22.5129
           2318           2318          0.000        222.667       -22.5153
           2319           2319          0.000        223.000       -22.5178
           2320           2320          0.000        223.333       -22.5203
           2321           2321          0.000        223.667       -22.5229
           2322           2322          0.000        224.000       -22.5255
           2323           2323          0.000        224.333       -22.5281
           2324           2324          0.000        224.667       -22.5307
           2325           2325          0.000        225.000       -22.5332
           2326           2326          0.000        225.333       -22.5357
           2327           2327          0.000        225.667       -22.5382
           2328           2328          0.000        226.000       -22.5406
           2329           2329          0.000        226.333       -22.5431
           2330           2330          0.000        226.667       -22.5457
           2331           2331          0.000        227.000       -22.5482
           2332           2332          0.000        227.333       -22.5508
           2333           2333          0.000        227.667       -22.5535
           2334           2334          0.000        228.000       -22.5562
           2335           2335          0.000        228.333       -22.5593
           2336           2336          0.000        228.667       -22.5624
           2337           2337          0.000        229.000       -22.5658
           2338           2338          0.000        229.333        -22.569
           2339           2339          0.000        229.667       -22.5725
           2340           2340          0.000        230.000       -22.5757
           2341           2341          0.000        230.333       -22.5786
           2342           2342          0.000        230.667        -22.581
           2343           2343          0.000        231.000       -22.5833
           2344           2344          0.000        231.333       -22.5857
           2345           2345          0.000        231.667       -22.5882
           2346           2346          0.000        232.000       -22.5906
           2347           2347          0.000        232.333        -22.593
           2348           2348          0.000        232.667       -22.5954
           2349           2349          0.000        233.000       -22.5977
           2350           2350          0.000        233.333          -22.6
           2351           2351          0.000        233.667       -22.6022
           2352           2352          0.000        234.000       -22.6045
           2353           2353          0.000        234.333       -22.6068
           2354           2354          0.000        234.667        -22.609
           2355           2355          0.000        235.000       -22.6114
           2356           2356          0.000        235.333       -22.6136
           2357           2357          0.000        235.667        -22.616
           2358           2358          0.000        236.000       -22.6183
           2359           2359          0.000        236.333       -22.6207
           2360           2360          0.000        236.667       -22.6231
           2361           2361          0.000        237.000       -22.6254
           2362           2362          0.000        237.333       -22.6278
           2363           2363          0.000        237.667       -22.6302
           2364           2364          0.000        238.000       -22.6326
           2365           2365          0.000        238.333        -22.635
           2366           2366          0.000        238.667       -22.6374
           2367           2367          0.000        239.000       -22.6397
           2368           2368          0.000        239.333       -22.6421
           2369           2369          0.000        239.667       -22.6445
           2370           2370          0.000        240.000        -22.647
           2371           2371          0.000        240.333       -22.6494
           2372           2372          0.000        240.667       -22.6517
           2373           2373          0.000        241.000        -22.654
           2374           2374          0.000        241.333       -22.6562
           2375           2375          0.000        241.667       -22.6584
           2376           2376          0.000        242.000       -22.6607
           2377           2377          0.000        242.333        -22.663
           2378           2378          0.000        242.667       -22.6653
           2379           2379          0.000        243.000       -22.6676
           2380           2380          0.000        243.333       -22.6699
           2381           2381          0.000        243.667       -22.6722
           2382           2382          0.000        244.000       -22.6745
           2383           2383          0.000        244.333       -22.6767
           2384           2384          0.000        244.667        -22.679
           2385           2385          0.000        245.000       -22.6811
           2386           2386          0.000        245.333       -22.6832
           2387           2387          0.000        245.667       -22.6852
           2388           2388          0.000        246.000       -22.6871
           2389           2389          0.000        246.333        -22.689
           2390           2390          0.000        246.667       -22.6909
           2391           2391          0.000        247.000       -22.6927
           2392           2392          0.000        247.333       -22.6945
           2393           2393          0.000        247.667       -22.6963
           2394           2394          0.000        248.000       -22.6981
           2395           2395          0.000        248.333       -22.6999
           2396           2396          0.000        248.667       -22.7018
           2397           2397          0.000        249.000       -22.7035
           2398           2398          0.000        249.333       -22.7052
           2399           2399          0.000        249.667        -22.707
           2400           2400          0.000        250.000       -22.7086
           2401           2401          0.000        250.333       -22.7103
           2402           2402          0.000        250.667        -22.712
           2403           2403          0.000        251.000       -22.7137
           2404           2404          0.000        251.333       -22.7155
           2405           2405          0.000        251.667       -22.7172
           2406           2406          0.000        252.000        -22.719
           2407           2407          0.000        252.333       -22.7207
           2408           2408          0.000        252.667       -22.7225
           2409           2409          0.000        253.000       -22.7243
           2410           2410          0.000        253.333       -22.7261
           2411           2411          0.000        253.667       -22.7279
           2412           2412          0.000        254.000       -22.7297
           2413           2413          0.000        254.333       -22.7316
           2414           2414          0.000        254.667       -22.7334
           2415           2415          0.000        255.000       -22.7352
